config,max_depth,n_estimators,learning_rate,reg_lambda,min_child_weight,auc_train,auc_holdout,train_holdout_gap
cfg00_d4_n200_lr0.1_L1.0_mcw1.0,4,200,0.1,1.0,1.0,0.9064,0.8700,0.0364
cfg01_d6_n200_lr0.1_L1.0_mcw1.0,6,200,0.1,1.0,1.0,0.9461,0.8618,0.0844
cfg02_d8_n200_lr0.1_L1.0_mcw1.0,8,200,0.1,1.0,1.0,0.9790,0.8514,0.1276
