feature_name,display_name,neighbor_group,importance
pt,pT,,0.011915
eta,eta,,0.003840
abs_z0sinTheta,|z0sinθ|,,0.008431
d0,d0,,0.011435
isolation,isolation,,0.046445
d0_nbh_dR_01,d0_nbh_dR_01,d0_nbh_dR,0.003284
pt_nbh_dR_01,pT_nbh_dR_01,pt_nbh_dR,0.021913
deta_nbh_dR_01,Δeta_nbh_dR_01,deta_nbh_dR,0.003084
deltaR_nbh_dR_01,ΔR_nbh_dR_01,deltaR_nbh_dR,0.006759
dz0sintheta_nbh_dR_01,Δz0sinθ_nbh_dR_01,dz0sintheta_nbh_dR,0.017729
d0_nbh_dR_02,d0_nbh_dR_02,d0_nbh_dR,0.003290
pt_nbh_dR_02,pT_nbh_dR_02,pt_nbh_dR,0.016038
deta_nbh_dR_02,Δeta_nbh_dR_02,deta_nbh_dR,0.002570
deltaR_nbh_dR_02,ΔR_nbh_dR_02,deltaR_nbh_dR,0.008131
dz0sintheta_nbh_dR_02,Δz0sinθ_nbh_dR_02,dz0sintheta_nbh_dR,0.010448
d0_nbh_dR_03,d0_nbh_dR_03,d0_nbh_dR,0.003792
pt_nbh_dR_03,pT_nbh_dR_03,pt_nbh_dR,0.004088
deta_nbh_dR_03,Δeta_nbh_dR_03,deta_nbh_dR,0.002812
deltaR_nbh_dR_03,ΔR_nbh_dR_03,deltaR_nbh_dR,0.011687
dz0sintheta_nbh_dR_03,Δz0sinθ_nbh_dR_03,dz0sintheta_nbh_dR,0.010840
d0_nbh_dR_04,d0_nbh_dR_04,d0_nbh_dR,0.003737
pt_nbh_dR_04,pT_nbh_dR_04,pt_nbh_dR,0.003993
deta_nbh_dR_04,Δeta_nbh_dR_04,deta_nbh_dR,0.003383
deltaR_nbh_dR_04,ΔR_nbh_dR_04,deltaR_nbh_dR,0.020978
dz0sintheta_nbh_dR_04,Δz0sinθ_nbh_dR_04,dz0sintheta_nbh_dR,0.004428
d0_nbh_dR_05,d0_nbh_dR_05,d0_nbh_dR,0.002398
pt_nbh_dR_05,pT_nbh_dR_05,pt_nbh_dR,0.002976
deta_nbh_dR_05,Δeta_nbh_dR_05,deta_nbh_dR,0.003180
deltaR_nbh_dR_05,ΔR_nbh_dR_05,deltaR_nbh_dR,0.008571
dz0sintheta_nbh_dR_05,Δz0sinθ_nbh_dR_05,dz0sintheta_nbh_dR,0.004885
d0_nbh_dR_06,d0_nbh_dR_06,d0_nbh_dR,0.002551
pt_nbh_dR_06,pT_nbh_dR_06,pt_nbh_dR,0.002847
deta_nbh_dR_06,Δeta_nbh_dR_06,deta_nbh_dR,0.002361
deltaR_nbh_dR_06,ΔR_nbh_dR_06,deltaR_nbh_dR,0.050566
dz0sintheta_nbh_dR_06,Δz0sinθ_nbh_dR_06,dz0sintheta_nbh_dR,0.003826
d0_nbh_dR_07,d0_nbh_dR_07,d0_nbh_dR,0.002747
pt_nbh_dR_07,pT_nbh_dR_07,pt_nbh_dR,0.000000
deta_nbh_dR_07,Δeta_nbh_dR_07,deta_nbh_dR,0.002469
deltaR_nbh_dR_07,ΔR_nbh_dR_07,deltaR_nbh_dR,0.002652
dz0sintheta_nbh_dR_07,Δz0sinθ_nbh_dR_07,dz0sintheta_nbh_dR,0.003349
d0_nbh_dR_08,d0_nbh_dR_08,d0_nbh_dR,0.003940
pt_nbh_dR_08,pT_nbh_dR_08,pt_nbh_dR,0.002549
deta_nbh_dR_08,Δeta_nbh_dR_08,deta_nbh_dR,0.003207
deltaR_nbh_dR_08,ΔR_nbh_dR_08,deltaR_nbh_dR,0.025995
dz0sintheta_nbh_dR_08,Δz0sinθ_nbh_dR_08,dz0sintheta_nbh_dR,0.004817
d0_nbh_dR_09,d0_nbh_dR_09,d0_nbh_dR,0.003271
pt_nbh_dR_09,pT_nbh_dR_09,pt_nbh_dR,0.003382
deta_nbh_dR_09,Δeta_nbh_dR_09,deta_nbh_dR,0.003109
deltaR_nbh_dR_09,ΔR_nbh_dR_09,deltaR_nbh_dR,0.005483
dz0sintheta_nbh_dR_09,Δz0sinθ_nbh_dR_09,dz0sintheta_nbh_dR,0.004417
d0_nbh_dR_10,d0_nbh_dR_10,d0_nbh_dR,0.002860
pt_nbh_dR_10,pT_nbh_dR_10,pt_nbh_dR,0.002653
deta_nbh_dR_10,Δeta_nbh_dR_10,deta_nbh_dR,0.004667
deltaR_nbh_dR_10,ΔR_nbh_dR_10,deltaR_nbh_dR,0.003111
dz0sintheta_nbh_dR_10,Δz0sinθ_nbh_dR_10,dz0sintheta_nbh_dR,0.002058
d0_nbh_pT_01,d0_nbh_pT_01,d0_nbh_pT,0.002955
pt_nbh_pT_01,pT_nbh_pT_01,pt_nbh_pT,0.121533
deta_nbh_pT_01,Δeta_nbh_pT_01,deta_nbh_pT,0.002957
deltaR_nbh_pT_01,ΔR_nbh_pT_01,deltaR_nbh_pT,0.016376
dz0sintheta_nbh_pT_01,Δz0sinθ_nbh_pT_01,dz0sintheta_nbh_pT,0.023587
d0_nbh_pT_02,d0_nbh_pT_02,d0_nbh_pT,0.002809
pt_nbh_pT_02,pT_nbh_pT_02,pt_nbh_pT,0.097978
deta_nbh_pT_02,Δeta_nbh_pT_02,deta_nbh_pT,0.002119
deltaR_nbh_pT_02,ΔR_nbh_pT_02,deltaR_nbh_pT,0.007841
dz0sintheta_nbh_pT_02,Δz0sinθ_nbh_pT_02,dz0sintheta_nbh_pT,0.013258
d0_nbh_pT_03,d0_nbh_pT_03,d0_nbh_pT,0.003120
pt_nbh_pT_03,pT_nbh_pT_03,pt_nbh_pT,0.059943
deta_nbh_pT_03,Δeta_nbh_pT_03,deta_nbh_pT,0.003634
deltaR_nbh_pT_03,ΔR_nbh_pT_03,deltaR_nbh_pT,0.002698
dz0sintheta_nbh_pT_03,Δz0sinθ_nbh_pT_03,dz0sintheta_nbh_pT,0.007242
d0_nbh_pT_04,d0_nbh_pT_04,d0_nbh_pT,0.003470
pt_nbh_pT_04,pT_nbh_pT_04,pt_nbh_pT,0.056922
deta_nbh_pT_04,Δeta_nbh_pT_04,deta_nbh_pT,0.003427
deltaR_nbh_pT_04,ΔR_nbh_pT_04,deltaR_nbh_pT,0.003411
dz0sintheta_nbh_pT_04,Δz0sinθ_nbh_pT_04,dz0sintheta_nbh_pT,0.006089
d0_nbh_pT_05,d0_nbh_pT_05,d0_nbh_pT,0.003580
pt_nbh_pT_05,pT_nbh_pT_05,pt_nbh_pT,0.041789
deta_nbh_pT_05,Δeta_nbh_pT_05,deta_nbh_pT,0.004279
deltaR_nbh_pT_05,ΔR_nbh_pT_05,deltaR_nbh_pT,0.002193
dz0sintheta_nbh_pT_05,Δz0sinθ_nbh_pT_05,dz0sintheta_nbh_pT,0.004560
d0_nbh_pT_06,d0_nbh_pT_06,d0_nbh_pT,0.002641
pt_nbh_pT_06,pT_nbh_pT_06,pt_nbh_pT,0.008303
deta_nbh_pT_06,Δeta_nbh_pT_06,deta_nbh_pT,0.003362
deltaR_nbh_pT_06,ΔR_nbh_pT_06,deltaR_nbh_pT,0.003788
dz0sintheta_nbh_pT_06,Δz0sinθ_nbh_pT_06,dz0sintheta_nbh_pT,0.002756
d0_nbh_pT_07,d0_nbh_pT_07,d0_nbh_pT,0.002995
pt_nbh_pT_07,pT_nbh_pT_07,pt_nbh_pT,0.005627
deta_nbh_pT_07,Δeta_nbh_pT_07,deta_nbh_pT,0.002951
deltaR_nbh_pT_07,ΔR_nbh_pT_07,deltaR_nbh_pT,0.004085
dz0sintheta_nbh_pT_07,Δz0sinθ_nbh_pT_07,dz0sintheta_nbh_pT,0.003149
d0_nbh_pT_08,d0_nbh_pT_08,d0_nbh_pT,0.003353
pt_nbh_pT_08,pT_nbh_pT_08,pt_nbh_pT,0.003137
deta_nbh_pT_08,Δeta_nbh_pT_08,deta_nbh_pT,0.002969
deltaR_nbh_pT_08,ΔR_nbh_pT_08,deltaR_nbh_pT,0.002982
dz0sintheta_nbh_pT_08,Δz0sinθ_nbh_pT_08,dz0sintheta_nbh_pT,0.002876
d0_nbh_pT_09,d0_nbh_pT_09,d0_nbh_pT,0.002875
pt_nbh_pT_09,pT_nbh_pT_09,pt_nbh_pT,0.002917
deta_nbh_pT_09,Δeta_nbh_pT_09,deta_nbh_pT,0.003151
deltaR_nbh_pT_09,ΔR_nbh_pT_09,deltaR_nbh_pT,0.002950
dz0sintheta_nbh_pT_09,Δz0sinθ_nbh_pT_09,dz0sintheta_nbh_pT,0.004377
d0_nbh_pT_10,d0_nbh_pT_10,d0_nbh_pT,0.001847
pt_nbh_pT_10,pT_nbh_pT_10,pt_nbh_pT,0.003325
deta_nbh_pT_10,Δeta_nbh_pT_10,deta_nbh_pT,0.003458
deltaR_nbh_pT_10,ΔR_nbh_pT_10,deltaR_nbh_pT,0.002800
dz0sintheta_nbh_pT_10,Δz0sinθ_nbh_pT_10,dz0sintheta_nbh_pT,0.003610
