feature_name,display_name,neighbor_group,importance
pt,pT,,0.013764
eta,eta,,0.018793
abs_z0sinTheta,|z0sinθ|,,0.016921
d0,d0,,0.012466
isolation,isolation,,0.036370
d0_nbh_dR_01,d0_nbh_dR_01,d0_nbh_dR,0.002922
pt_nbh_dR_01,pT_nbh_dR_01,pt_nbh_dR,0.020160
deta_nbh_dR_01,Δeta_nbh_dR_01,deta_nbh_dR,0.003021
deltaR_nbh_dR_01,ΔR_nbh_dR_01,deltaR_nbh_dR,0.004823
dz0sintheta_nbh_dR_01,Δz0sinθ_nbh_dR_01,dz0sintheta_nbh_dR,0.017441
d0_nbh_dR_02,d0_nbh_dR_02,d0_nbh_dR,0.003299
pt_nbh_dR_02,pT_nbh_dR_02,pt_nbh_dR,0.019035
deta_nbh_dR_02,Δeta_nbh_dR_02,deta_nbh_dR,0.003096
deltaR_nbh_dR_02,ΔR_nbh_dR_02,deltaR_nbh_dR,0.004901
dz0sintheta_nbh_dR_02,Δz0sinθ_nbh_dR_02,dz0sintheta_nbh_dR,0.012018
d0_nbh_dR_03,d0_nbh_dR_03,d0_nbh_dR,0.003661
pt_nbh_dR_03,pT_nbh_dR_03,pt_nbh_dR,0.003414
deta_nbh_dR_03,Δeta_nbh_dR_03,deta_nbh_dR,0.003667
deltaR_nbh_dR_03,ΔR_nbh_dR_03,deltaR_nbh_dR,0.009701
dz0sintheta_nbh_dR_03,Δz0sinθ_nbh_dR_03,dz0sintheta_nbh_dR,0.007530
d0_nbh_dR_04,d0_nbh_dR_04,d0_nbh_dR,0.002949
pt_nbh_dR_04,pT_nbh_dR_04,pt_nbh_dR,0.004436
deta_nbh_dR_04,Δeta_nbh_dR_04,deta_nbh_dR,0.002896
deltaR_nbh_dR_04,ΔR_nbh_dR_04,deltaR_nbh_dR,0.013448
dz0sintheta_nbh_dR_04,Δz0sinθ_nbh_dR_04,dz0sintheta_nbh_dR,0.003729
d0_nbh_dR_05,d0_nbh_dR_05,d0_nbh_dR,0.002621
pt_nbh_dR_05,pT_nbh_dR_05,pt_nbh_dR,0.003510
deta_nbh_dR_05,Δeta_nbh_dR_05,deta_nbh_dR,0.002591
deltaR_nbh_dR_05,ΔR_nbh_dR_05,deltaR_nbh_dR,0.010876
dz0sintheta_nbh_dR_05,Δz0sinθ_nbh_dR_05,dz0sintheta_nbh_dR,0.003790
d0_nbh_dR_06,d0_nbh_dR_06,d0_nbh_dR,0.003212
pt_nbh_dR_06,pT_nbh_dR_06,pt_nbh_dR,0.002792
deta_nbh_dR_06,Δeta_nbh_dR_06,deta_nbh_dR,0.002864
deltaR_nbh_dR_06,ΔR_nbh_dR_06,deltaR_nbh_dR,0.006894
dz0sintheta_nbh_dR_06,Δz0sinθ_nbh_dR_06,dz0sintheta_nbh_dR,0.003259
d0_nbh_dR_07,d0_nbh_dR_07,d0_nbh_dR,0.002838
pt_nbh_dR_07,pT_nbh_dR_07,pt_nbh_dR,0.003266
deta_nbh_dR_07,Δeta_nbh_dR_07,deta_nbh_dR,0.002635
deltaR_nbh_dR_07,ΔR_nbh_dR_07,deltaR_nbh_dR,0.003000
dz0sintheta_nbh_dR_07,Δz0sinθ_nbh_dR_07,dz0sintheta_nbh_dR,0.003512
d0_nbh_dR_08,d0_nbh_dR_08,d0_nbh_dR,0.003128
pt_nbh_dR_08,pT_nbh_dR_08,pt_nbh_dR,0.002958
deta_nbh_dR_08,Δeta_nbh_dR_08,deta_nbh_dR,0.003018
deltaR_nbh_dR_08,ΔR_nbh_dR_08,deltaR_nbh_dR,0.004669
dz0sintheta_nbh_dR_08,Δz0sinθ_nbh_dR_08,dz0sintheta_nbh_dR,0.003568
d0_nbh_dR_09,d0_nbh_dR_09,d0_nbh_dR,0.002485
pt_nbh_dR_09,pT_nbh_dR_09,pt_nbh_dR,0.002779
deta_nbh_dR_09,Δeta_nbh_dR_09,deta_nbh_dR,0.003209
deltaR_nbh_dR_09,ΔR_nbh_dR_09,deltaR_nbh_dR,0.004752
dz0sintheta_nbh_dR_09,Δz0sinθ_nbh_dR_09,dz0sintheta_nbh_dR,0.002723
d0_nbh_dR_10,d0_nbh_dR_10,d0_nbh_dR,0.002816
pt_nbh_dR_10,pT_nbh_dR_10,pt_nbh_dR,0.003061
deta_nbh_dR_10,Δeta_nbh_dR_10,deta_nbh_dR,0.002760
deltaR_nbh_dR_10,ΔR_nbh_dR_10,deltaR_nbh_dR,0.002968
dz0sintheta_nbh_dR_10,Δz0sinθ_nbh_dR_10,dz0sintheta_nbh_dR,0.003629
d0_nbh_pT_01,d0_nbh_pT_01,d0_nbh_pT,0.003254
pt_nbh_pT_01,pT_nbh_pT_01,pt_nbh_pT,0.148642
deta_nbh_pT_01,Δeta_nbh_pT_01,deta_nbh_pT,0.003269
deltaR_nbh_pT_01,ΔR_nbh_pT_01,deltaR_nbh_pT,0.023218
dz0sintheta_nbh_pT_01,Δz0sinθ_nbh_pT_01,dz0sintheta_nbh_pT,0.024165
d0_nbh_pT_02,d0_nbh_pT_02,d0_nbh_pT,0.002883
pt_nbh_pT_02,pT_nbh_pT_02,pt_nbh_pT,0.141111
deta_nbh_pT_02,Δeta_nbh_pT_02,deta_nbh_pT,0.002973
deltaR_nbh_pT_02,ΔR_nbh_pT_02,deltaR_nbh_pT,0.003576
dz0sintheta_nbh_pT_02,Δz0sinθ_nbh_pT_02,dz0sintheta_nbh_pT,0.013390
d0_nbh_pT_03,d0_nbh_pT_03,d0_nbh_pT,0.002683
pt_nbh_pT_03,pT_nbh_pT_03,pt_nbh_pT,0.093708
deta_nbh_pT_03,Δeta_nbh_pT_03,deta_nbh_pT,0.002828
deltaR_nbh_pT_03,ΔR_nbh_pT_03,deltaR_nbh_pT,0.003124
dz0sintheta_nbh_pT_03,Δz0sinθ_nbh_pT_03,dz0sintheta_nbh_pT,0.007221
d0_nbh_pT_04,d0_nbh_pT_04,d0_nbh_pT,0.002864
pt_nbh_pT_04,pT_nbh_pT_04,pt_nbh_pT,0.045610
deta_nbh_pT_04,Δeta_nbh_pT_04,deta_nbh_pT,0.002814
deltaR_nbh_pT_04,ΔR_nbh_pT_04,deltaR_nbh_pT,0.003069
dz0sintheta_nbh_pT_04,Δz0sinθ_nbh_pT_04,dz0sintheta_nbh_pT,0.006887
d0_nbh_pT_05,d0_nbh_pT_05,d0_nbh_pT,0.003063
pt_nbh_pT_05,pT_nbh_pT_05,pt_nbh_pT,0.012751
deta_nbh_pT_05,Δeta_nbh_pT_05,deta_nbh_pT,0.003384
deltaR_nbh_pT_05,ΔR_nbh_pT_05,deltaR_nbh_pT,0.003145
dz0sintheta_nbh_pT_05,Δz0sinθ_nbh_pT_05,dz0sintheta_nbh_pT,0.004220
d0_nbh_pT_06,d0_nbh_pT_06,d0_nbh_pT,0.004022
pt_nbh_pT_06,pT_nbh_pT_06,pt_nbh_pT,0.006717
deta_nbh_pT_06,Δeta_nbh_pT_06,deta_nbh_pT,0.003053
deltaR_nbh_pT_06,ΔR_nbh_pT_06,deltaR_nbh_pT,0.003407
dz0sintheta_nbh_pT_06,Δz0sinθ_nbh_pT_06,dz0sintheta_nbh_pT,0.003434
d0_nbh_pT_07,d0_nbh_pT_07,d0_nbh_pT,0.002999
pt_nbh_pT_07,pT_nbh_pT_07,pt_nbh_pT,0.006150
deta_nbh_pT_07,Δeta_nbh_pT_07,deta_nbh_pT,0.002551
deltaR_nbh_pT_07,ΔR_nbh_pT_07,deltaR_nbh_pT,0.002951
dz0sintheta_nbh_pT_07,Δz0sinθ_nbh_pT_07,dz0sintheta_nbh_pT,0.004156
d0_nbh_pT_08,d0_nbh_pT_08,d0_nbh_pT,0.002496
pt_nbh_pT_08,pT_nbh_pT_08,pt_nbh_pT,0.004454
deta_nbh_pT_08,Δeta_nbh_pT_08,deta_nbh_pT,0.002798
deltaR_nbh_pT_08,ΔR_nbh_pT_08,deltaR_nbh_pT,0.002758
dz0sintheta_nbh_pT_08,Δz0sinθ_nbh_pT_08,dz0sintheta_nbh_pT,0.003629
d0_nbh_pT_09,d0_nbh_pT_09,d0_nbh_pT,0.002971
pt_nbh_pT_09,pT_nbh_pT_09,pt_nbh_pT,0.003103
deta_nbh_pT_09,Δeta_nbh_pT_09,deta_nbh_pT,0.002673
deltaR_nbh_pT_09,ΔR_nbh_pT_09,deltaR_nbh_pT,0.002954
dz0sintheta_nbh_pT_09,Δz0sinθ_nbh_pT_09,dz0sintheta_nbh_pT,0.003285
d0_nbh_pT_10,d0_nbh_pT_10,d0_nbh_pT,0.002728
pt_nbh_pT_10,pT_nbh_pT_10,pt_nbh_pT,0.003251
deta_nbh_pT_10,Δeta_nbh_pT_10,deta_nbh_pT,0.002820
deltaR_nbh_pT_10,ΔR_nbh_pT_10,deltaR_nbh_pT,0.002711
dz0sintheta_nbh_pT_10,Δz0sinθ_nbh_pT_10,dz0sintheta_nbh_pT,0.003437
