feature_name,display_name,neighbor_group,importance
pt,pT,,0.008077
eta,eta,,0.007658
abs_z0sinTheta,|z0sinθ|,,0.015083
d0,d0,,0.012386
isolation,isolation,,0.016437
d0_nbh_dR_01,d0_nbh_dR_01,d0_nbh_dR,0.006653
pt_nbh_dR_01,pT_nbh_dR_01,pt_nbh_dR,0.008881
deta_nbh_dR_01,Δeta_nbh_dR_01,deta_nbh_dR,0.006530
deltaR_nbh_dR_01,ΔR_nbh_dR_01,deltaR_nbh_dR,0.007735
dz0sintheta_nbh_dR_01,Δz0sinθ_nbh_dR_01,dz0sintheta_nbh_dR,0.013440
d0_nbh_dR_02,d0_nbh_dR_02,d0_nbh_dR,0.006463
pt_nbh_dR_02,pT_nbh_dR_02,pt_nbh_dR,0.006990
deta_nbh_dR_02,Δeta_nbh_dR_02,deta_nbh_dR,0.006613
deltaR_nbh_dR_02,ΔR_nbh_dR_02,deltaR_nbh_dR,0.007822
dz0sintheta_nbh_dR_02,Δz0sinθ_nbh_dR_02,dz0sintheta_nbh_dR,0.011237
d0_nbh_dR_03,d0_nbh_dR_03,d0_nbh_dR,0.006634
pt_nbh_dR_03,pT_nbh_dR_03,pt_nbh_dR,0.006930
deta_nbh_dR_03,Δeta_nbh_dR_03,deta_nbh_dR,0.006025
deltaR_nbh_dR_03,ΔR_nbh_dR_03,deltaR_nbh_dR,0.007407
dz0sintheta_nbh_dR_03,Δz0sinθ_nbh_dR_03,dz0sintheta_nbh_dR,0.010677
d0_nbh_dR_04,d0_nbh_dR_04,d0_nbh_dR,0.007061
pt_nbh_dR_04,pT_nbh_dR_04,pt_nbh_dR,0.007037
deta_nbh_dR_04,Δeta_nbh_dR_04,deta_nbh_dR,0.006692
deltaR_nbh_dR_04,ΔR_nbh_dR_04,deltaR_nbh_dR,0.010404
dz0sintheta_nbh_dR_04,Δz0sinθ_nbh_dR_04,dz0sintheta_nbh_dR,0.008753
d0_nbh_dR_05,d0_nbh_dR_05,d0_nbh_dR,0.006811
pt_nbh_dR_05,pT_nbh_dR_05,pt_nbh_dR,0.006955
deta_nbh_dR_05,Δeta_nbh_dR_05,deta_nbh_dR,0.006254
deltaR_nbh_dR_05,ΔR_nbh_dR_05,deltaR_nbh_dR,0.007967
