version,dR,dz,K,d0,iso,reweight,zeta,depth,trees,lr,reg_lambda,mcw,n_feat,n_train,n_holdout,auc_train,auc_holdout,path,gap
1.0,1.0,10.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.9072969047903924,0.8945272884831081,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz10.0_K10_d0off_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.012769616307284237
1.0,1.0,20.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9131985924682825,0.8944904633206113,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz20.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.01870812914767117
1.0,1.0,25.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.9081197341710916,0.8942408671068365,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz25.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.013878867064255118
1.0,0.8,10.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9108726584503782,0.894230401861784,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.8_dz10.0_K10_d0on_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.016642256588594195
1.0,1.0,30.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9122442179244631,0.8941840513463137,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz30.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.01806016657814935
1.0,0.8,15.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9102847759331052,0.8939702592955183,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.8_dz15.0_K10_d0on_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.016314516637586873
1.0,1.0,25.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9126077060914064,0.8939586824014588,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz25.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.018649023689947586
1.0,1.0,10.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9117194699339306,0.8939235915068335,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz10.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.017795878427097067
1.0,1.0,10.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.9073350830570426,0.8939102469477219,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz10.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.01342483610932066
1.0*,0.5,15.0,10,both,True,False,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9103458377129812,0.893856761363195,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz15.0_K10_d0on_iso_norw_nMAX/cfg00_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.016489076349786136
1.0,0.5,15.0,10,both,True,False,False,2,2000,0.03,1.0,1.0,105,465378,114607,0.9119819191468874,0.8938270426436002,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz15.0_K10_d0on_iso_norw_v1.0_nMAX/cfg05_d2_n2000_lr0.03_L1.0_mcw1.0/summary.csv,0.018154876503287176
1.0,1.0,35.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9123068495798083,0.8937528889753865,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz35.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.018553960604421826
1.0,1.0,15.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.9083832712492785,0.8937055126893733,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz15.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.014677758559905274
1.0*,0.5,15.0,10,both,True,False,False,4,200,0.1,1.0,1.0,105,465378,114607,0.9295706254083469,0.8936712591097727,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz15.0_K10_d0on_iso_norw_nMAX/cfg01_d4_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.035899366298574154
1.0,0.5,15.0,10,both,True,False,False,2,800,0.05,1.0,1.0,105,465378,114607,0.9050116213799835,0.8935448364686066,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz15.0_K10_d0on_iso_norw_v1.0_nMAX/cfg03_d2_n800_lr0.05_L1.0_mcw1.0/summary.csv,0.01146678491137687
1.0,0.8,15.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.9056035164378414,0.8934652295179243,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.8_dz15.0_K10_d0on_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.01213828691991714
1.0,0.5,15.0,10,both,True,False,False,2,1500,0.03,1.0,1.0,105,465378,114607,0.9071049433679662,0.8934634594673593,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz15.0_K10_d0on_iso_norw_v1.0_nMAX/cfg04_d2_n1500_lr0.03_L1.0_mcw1.0/summary.csv,0.013641483900606932
1.0,1.0,20.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.9080526219213301,0.8934350599363932,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz20.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.014617561984936911
1.0,0.5,10.0,10,both,True,False,False,2,400,0.1,1.0,1.0,105,465378,114607,0.9050955531574066,0.8933223396812722,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz10.0_K10_d0on_iso_norw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.01177321347613447
1.0,0.9,5.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9097782930602227,0.8932689423607223,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz5.0_K10_d0on_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.016509350699500436
1.0,1.0,30.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.906836955811821,0.8930973953577117,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz30.0_K10_d0off_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.01373956045410929
1.0,0.8,10.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.9057356423344192,0.8930310757138318,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.8_dz10.0_K10_d0on_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.012704566620587388
1.0,1.0,35.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.9066967810347262,0.8929552688851848,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz35.0_K10_d0off_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.013741512149541335
1.0,0.5,15.0,10,both,True,False,False,2,400,0.1,1.0,1.0,105,465378,114607,0.9050611125635699,0.8924160976470962,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz15.0_K10_d0on_iso_norw_v1.0_nMAX/cfg02_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.01264501491647374
1.0,1.0,35.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.907264914500968,0.8923123159087774,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz35.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.014952598592190669
1.0,1.0,30.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.9067707034236653,0.892196964432938,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz30.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.014573738990727336
1.0,0.9,10.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.9088908061414605,0.8921861127347972,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz10.0_K10_d0off_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.01670469340666325
1.0,0.8,35.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9085163441248263,0.8918610818323861,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.8_dz35.0_K10_d0on_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.016655262292440187
1.0,0.9,5.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.9044687625268305,0.8916896612615588,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz5.0_K10_d0on_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.012779101265271708
1.0,0.8,20.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9103472793364119,0.891659021733988,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.8_dz20.0_K10_d0on_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.018688257602423874
1.1,0.7,10.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9076572708355435,0.8916271632093302,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.7_dz10.0_K10_d0on_iso_rw_v1.1_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.016030107626213264
1.0,0.8,30.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.908595409964079,0.8915630931041063,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.8_dz30.0_K10_d0on_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.01703231685997264
1.0*,0.5,15.0,10,both,True,False,False,6,300,0.05,3.0,3.0,105,465378,114607,0.9633177114045021,0.891517594216738,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz15.0_K10_d0on_iso_norw_nMAX/cfg02_d6_n300_lr0.05_L3.0_mcw3.0/summary.csv,0.07180011718776402
1.0,0.9,10.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9093001875301603,0.8913794038404812,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz10.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.017920783689679087
1.0,0.5,25.0,10,both,True,False,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9090567902824122,0.891378268336345,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz25.0_K10_d0on_iso_norw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.017678521946067116
1.0,0.5,20.0,10,both,True,False,False,3,200,0.1,1.0,1.0,105,465378,114607,0.909934188628442,0.8913440863221312,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz20.0_K10_d0on_iso_norw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.018590102306310752
1.0,0.9,15.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.9094591072315008,0.8911080946883732,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz15.0_K10_d0off_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.018351012543127654
1.0,0.9,10.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.9047782640779063,0.8911021547612747,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz10.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.013676109316631546
1.0,0.8,20.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.9048305697546837,0.8910906327340117,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.8_dz20.0_K10_d0on_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.013739937020672
1.0,0.8,30.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.9030104888084138,0.8910710715283062,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.8_dz30.0_K10_d0on_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.011939417280107611
1.0,0.9,25.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.9085698794345513,0.8910469468364407,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz25.0_K10_d0off_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.017522932598110552
1.0,0.8,35.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.9031512033312016,0.8909856749378379,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.8_dz35.0_K10_d0on_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.012165528393363712
1.0,0.9,15.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.9053876299134681,0.8909166024120818,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz15.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.014471027501386291
1.0,0.9,15.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.9050217271411335,0.8909063518631894,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz15.0_K10_d0off_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.014115375277944042
1.0,0.5,20.0,10,both,True,False,False,4,200,0.1,1.0,1.0,105,465378,114607,0.9306338312825928,0.8908903236020755,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz20.0_K10_d0on_iso_norw_v1.0_nMAX/cfg02_d4_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.039743507680517265
1.0,0.9,10.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.9044201031451258,0.8908151775604992,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz10.0_K10_d0off_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.01360492558462656
1.0,0.8,25.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9085382906489315,0.8907359904600859,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.8_dz25.0_K10_d0on_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.017802300188845654
1.0,0.8,5.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9065318008736507,0.8906831107958333,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.8_dz5.0_K10_d0on_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.015848690077817418
1.0,0.9,20.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.9045974754207039,0.8905423917759118,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz20.0_K10_d0off_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.014055083644792132
1.0,0.7,15.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.9028170243543646,0.8905363922109912,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.7_dz15.0_K10_d0on_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.012280632143373382
1.0,0.7,15.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.907657781199326,0.8905317356898284,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.7_dz15.0_K10_d0on_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.0171260455094977
1.0,0.5,25.0,10,both,True,False,False,2,400,0.1,1.0,1.0,105,465378,114607,0.9028100918395308,0.8905084673970903,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz25.0_K10_d0on_iso_norw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.012301624442440429
1.0,0.9,25.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.9038361099113237,0.8904800678661241,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz25.0_K10_d0off_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.013356042045199579
1.0,0.8,25.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.903785795005881,0.8904616445500678,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.8_dz25.0_K10_d0on_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.013324150455813144
1.0,0.7,10.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.9028948708443383,0.8904403228358488,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.7_dz10.0_K10_d0on_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.012454548008489441
1.0,0.5,20.0,10,both,True,False,False,2,400,0.1,1.0,1.0,105,465378,114607,0.9037741913549422,0.8902824233520871,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz20.0_K10_d0on_iso_norw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.01349176800285512
1.0,0.9,20.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.9092991554905597,0.8902567099086361,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz20.0_K10_d0off_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.019042445581923584
1.0,0.9,25.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9090289053804094,0.8900707734918678,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz25.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.018958131888541563
1.0,0.9,15.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9094446569141791,0.8899886021148279,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz15.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.019456054799351197
1.0,0.9,25.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.9041439574077571,0.8899625213023916,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz25.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.014181436105365486
1.0,0.9,35.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.9076302898680121,0.8899182724237782,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz35.0_K10_d0off_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.017712017444233896
1.0,0.5,25.0,10,both,True,False,False,4,200,0.1,1.0,1.0,105,465378,114607,0.9298876659168858,0.8898899778553794,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz25.0_K10_d0on_iso_norw_v1.0_nMAX/cfg02_d4_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.03999768806150639
1.0,0.9,35.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9082579725333859,0.8896946854570529,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz35.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.018563287076333035
1.0,0.9,20.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.9049088168670049,0.8896656752347865,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz20.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.015243141632218404
1.0,0.9,30.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.9081780718071512,0.8895389353204057,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz30.0_K10_d0off_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.018639136486745422
1.0,0.5,15.0,10,both,True,False,False,2,200,0.1,1.0,1.0,105,465378,114607,0.8954834298436634,0.8894826801554124,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.5_dz15.0_K10_d0on_iso_norw_v1.0_nMAX/cfg01_d2_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.006000749688250928
1.0,0.9,20.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9098265709178218,0.8893487789313332,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz20.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.02047779198648858
1.0,0.9,35.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.9031443444180531,0.8893340030644872,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz35.0_K10_d0off_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.013810341353565958
1.0,0.9,30.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9085939795057745,0.8891995173897497,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz30.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.019394462116024802
1.0,0.9,35.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.9029871581025128,0.8891733650119269,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz35.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.013813793090585946
1.0,0.8,5.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.9016567120010112,0.8890701462546503,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.8_dz5.0_K10_d0on_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.012586565746360856
1.0,1.0,5.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9063602232984286,0.8889672900953333,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz5.0_K10_d0muOFF_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.017392933203095318
1.0,0.9,30.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.903151366694623,0.8889255436197425,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.9_dz30.0_K10_d0off_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.014225823074880517
1.0,0.7,20.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.9019959148437867,0.8887321739448061,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr0.7_dz20.0_K10_d0on_iso_rw_v1.0_nMAX/cfg00_d2_n400_lr0.1_L1.0_mcw1.0/summary.csv,0.013263740898980636
1.0,1.0,5.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.9061379338681552,0.8886463670461204,/nfs/ihfs/home_metis/suzunyan/projects/muonisolation/output/muonbdt_scan_dr1.0_dz5.0_K10_d0off_iso_rw_v1.0_nMAX/cfg01_d3_n200_lr0.1_L1.0_mcw1.0/summary.csv,0.017491566822034788
