feature_name,display_name,neighbor_group,importance
pt,pT,,0.010486
eta,eta,,0.008536
abs_z0sinTheta,|z0sinθ|,,0.012988
isolation,isolation,,0.021344
d0_nbh_dR_01,d0_nbh_dR_01,d0_nbh_dR,0.007606
pt_nbh_dR_01,pT_nbh_dR_01,pt_nbh_dR,0.008189
deta_nbh_dR_01,Δeta_nbh_dR_01,deta_nbh_dR,0.007732
deltaR_nbh_dR_01,ΔR_nbh_dR_01,deltaR_nbh_dR,0.007335
dz0sintheta_nbh_dR_01,Δz0sinθ_nbh_dR_01,dz0sintheta_nbh_dR,0.011388
d0_nbh_dR_02,d0_nbh_dR_02,d0_nbh_dR,0.007739
pt_nbh_dR_02,pT_nbh_dR_02,pt_nbh_dR,0.007295
deta_nbh_dR_02,Δeta_nbh_dR_02,deta_nbh_dR,0.006998
deltaR_nbh_dR_02,ΔR_nbh_dR_02,deltaR_nbh_dR,0.007539
dz0sintheta_nbh_dR_02,Δz0sinθ_nbh_dR_02,dz0sintheta_nbh_dR,0.010621
d0_nbh_dR_03,d0_nbh_dR_03,d0_nbh_dR,0.007601
pt_nbh_dR_03,pT_nbh_dR_03,pt_nbh_dR,0.008082
deta_nbh_dR_03,Δeta_nbh_dR_03,deta_nbh_dR,0.007560
deltaR_nbh_dR_03,ΔR_nbh_dR_03,deltaR_nbh_dR,0.009446
dz0sintheta_nbh_dR_03,Δz0sinθ_nbh_dR_03,dz0sintheta_nbh_dR,0.010036
d0_nbh_dR_04,d0_nbh_dR_04,d0_nbh_dR,0.007553
pt_nbh_dR_04,pT_nbh_dR_04,pt_nbh_dR,0.007943
deta_nbh_dR_04,Δeta_nbh_dR_04,deta_nbh_dR,0.007945
deltaR_nbh_dR_04,ΔR_nbh_dR_04,deltaR_nbh_dR,0.008314
dz0sintheta_nbh_dR_04,Δz0sinθ_nbh_dR_04,dz0sintheta_nbh_dR,0.008198
d0_nbh_dR_05,d0_nbh_dR_05,d0_nbh_dR,0.007984
pt_nbh_dR_05,pT_nbh_dR_05,pt_nbh_dR,0.007155
deta_nbh_dR_05,Δeta_nbh_dR_05,deta_nbh_dR,0.007797
deltaR_nbh_dR_05,ΔR_nbh_dR_05,deltaR_nbh_dR,0.008030
dz0sintheta_nbh_dR_05,Δz0sinθ_nbh_dR_05,dz0sintheta_nbh_dR,0.007095
d0_nbh_dR_06,d0_nbh_dR_06,d0_nbh_dR,0.007388
pt_nbh_dR_06,pT_nbh_dR_06,pt_nbh_dR,0.008140
deta_nbh_dR_06,Δeta_nbh_dR_06,deta_nbh_dR,0.006847
deltaR_nbh_dR_06,ΔR_nbh_dR_06,deltaR_nbh_dR,0.008769
dz0sintheta_nbh_dR_06,Δz0sinθ_nbh_dR_06,dz0sintheta_nbh_dR,0.009002
d0_nbh_dR_07,d0_nbh_dR_07,d0_nbh_dR,0.007655
pt_nbh_dR_07,pT_nbh_dR_07,pt_nbh_dR,0.006747
