config,max_depth,n_estimators,learning_rate,reg_lambda,min_child_weight,auc_train,auc_holdout,train_holdout_gap
cfg00_d2_n400_lr0.1_L1.0_mcw1.0,2,400,0.1,1.0,1.0,0.8724,0.8563,0.0161
cfg01_d3_n200_lr0.1_L1.0_mcw1.0,3,200,0.1,1.0,1.0,0.8787,0.8572,0.0215
