config,max_depth,n_estimators,learning_rate,reg_lambda,min_child_weight,auc_train,auc_holdout,train_holdout_gap
cfg00_d4_n200_lr0.1_L1.0_mcw1.0,4,200,0.1,1.0,1.0,0.9107,0.8754,0.0353
cfg01_d6_n200_lr0.1_L1.0_mcw1.0,6,200,0.1,1.0,1.0,0.9544,0.8674,0.0871
cfg02_d8_n200_lr0.1_L1.0_mcw1.0,8,200,0.1,1.0,1.0,0.9851,0.8601,0.1251
