key,value
n_events_requested,0
min_pt_MeV,1000.0
neighbor_dr_cut,0.3
neighbor_dz_cut_mm,15.0
max_neighbors_K,10
use_neighbors,True
use_d0,True
use_isolation,True
use_gbreweighter,True
n_features,105
n_signal_events,9291
n_bkg_events,9999
n_signal_muons,9291
n_bkg_muons,570694
n_train,465378
n_holdout,114607
scale_pos_weight,61.618137782561895
n_estimators,300
max_depth,6
learning_rate,0.05
subsample,0.8
colsample_bytree,0.8
min_child_weight,3.0
gamma,0.0
reg_alpha,0.0
reg_lambda,3.0
auc_train,0.9285415112177524
auc_holdout,0.8543122310608551
holdout_youden_thr,0.293466180562973
holdout_youden_J,0.5596110472758464
holdout_accuracy_0p5,0.7694294414826319
ks_pt_unweighted,0.05570359422139526
ks_eta_unweighted,0.1182328248148915
ks_pt_reweighted,0.005722972485072142
ks_eta_reweighted,0.007277345835679849
