feature_name,display_name,neighbor_group,importance
pt,pT,,0.019654
eta,eta,,0.008624
abs_z0sinTheta,|z0sinθ|,,0.016169
isolation,isolation,,0.058664
pt_nbh_dR_01,pT_nbh_dR_01,pt_nbh_dR,0.019874
deta_nbh_dR_01,Δeta_nbh_dR_01,deta_nbh_dR,0.003303
deltaR_nbh_dR_01,ΔR_nbh_dR_01,deltaR_nbh_dR,0.012418
dz0sintheta_nbh_dR_01,Δz0sinθ_nbh_dR_01,dz0sintheta_nbh_dR,0.015776
pt_nbh_dR_02,pT_nbh_dR_02,pt_nbh_dR,0.015345
deta_nbh_dR_02,Δeta_nbh_dR_02,deta_nbh_dR,0.006657
deltaR_nbh_dR_02,ΔR_nbh_dR_02,deltaR_nbh_dR,0.033859
dz0sintheta_nbh_dR_02,Δz0sinθ_nbh_dR_02,dz0sintheta_nbh_dR,0.010357
pt_nbh_dR_03,pT_nbh_dR_03,pt_nbh_dR,0.013841
deta_nbh_dR_03,Δeta_nbh_dR_03,deta_nbh_dR,0.002887
deltaR_nbh_dR_03,ΔR_nbh_dR_03,deltaR_nbh_dR,0.032451
dz0sintheta_nbh_dR_03,Δz0sinθ_nbh_dR_03,dz0sintheta_nbh_dR,0.008710
pt_nbh_dR_04,pT_nbh_dR_04,pt_nbh_dR,0.005627
deta_nbh_dR_04,Δeta_nbh_dR_04,deta_nbh_dR,0.004378
deltaR_nbh_dR_04,ΔR_nbh_dR_04,deltaR_nbh_dR,0.020006
dz0sintheta_nbh_dR_04,Δz0sinθ_nbh_dR_04,dz0sintheta_nbh_dR,0.003935
pt_nbh_dR_05,pT_nbh_dR_05,pt_nbh_dR,0.005864
deta_nbh_dR_05,Δeta_nbh_dR_05,deta_nbh_dR,0.003787
deltaR_nbh_dR_05,ΔR_nbh_dR_05,deltaR_nbh_dR,0.006509
dz0sintheta_nbh_dR_05,Δz0sinθ_nbh_dR_05,dz0sintheta_nbh_dR,0.007047
pt_nbh_dR_06,pT_nbh_dR_06,pt_nbh_dR,0.003764
deta_nbh_dR_06,Δeta_nbh_dR_06,deta_nbh_dR,0.002442
deltaR_nbh_dR_06,ΔR_nbh_dR_06,deltaR_nbh_dR,0.003918
dz0sintheta_nbh_dR_06,Δz0sinθ_nbh_dR_06,dz0sintheta_nbh_dR,0.004519
pt_nbh_dR_07,pT_nbh_dR_07,pt_nbh_dR,0.003771
deta_nbh_dR_07,Δeta_nbh_dR_07,deta_nbh_dR,0.002508
deltaR_nbh_dR_07,ΔR_nbh_dR_07,deltaR_nbh_dR,0.004408
dz0sintheta_nbh_dR_07,Δz0sinθ_nbh_dR_07,dz0sintheta_nbh_dR,0.004236
pt_nbh_dR_08,pT_nbh_dR_08,pt_nbh_dR,0.003249
deta_nbh_dR_08,Δeta_nbh_dR_08,deta_nbh_dR,0.005225
deltaR_nbh_dR_08,ΔR_nbh_dR_08,deltaR_nbh_dR,0.007793
dz0sintheta_nbh_dR_08,Δz0sinθ_nbh_dR_08,dz0sintheta_nbh_dR,0.004309
pt_nbh_dR_09,pT_nbh_dR_09,pt_nbh_dR,0.003547
deta_nbh_dR_09,Δeta_nbh_dR_09,deta_nbh_dR,0.003419
deltaR_nbh_dR_09,ΔR_nbh_dR_09,deltaR_nbh_dR,0.002856
dz0sintheta_nbh_dR_09,Δz0sinθ_nbh_dR_09,dz0sintheta_nbh_dR,0.004050
pt_nbh_dR_10,pT_nbh_dR_10,pt_nbh_dR,0.003443
deta_nbh_dR_10,Δeta_nbh_dR_10,deta_nbh_dR,0.004329
deltaR_nbh_dR_10,ΔR_nbh_dR_10,deltaR_nbh_dR,0.004490
dz0sintheta_nbh_dR_10,Δz0sinθ_nbh_dR_10,dz0sintheta_nbh_dR,0.003525
pt_nbh_pT_01,pT_nbh_pT_01,pt_nbh_pT,0.128044
