feature_name,display_name,neighbor_group,importance
pt,pT,,0.013702
eta,eta,,0.007356
abs_z0sinTheta,|z0sinθ|,,0.009915
isolation,isolation,,0.027912
d0_nbh_dR_01,d0_nbh_dR_01,d0_nbh_dR,0.003267
pt_nbh_dR_01,pT_nbh_dR_01,pt_nbh_dR,0.010563
deta_nbh_dR_01,Δeta_nbh_dR_01,deta_nbh_dR,0.003508
deltaR_nbh_dR_01,ΔR_nbh_dR_01,deltaR_nbh_dR,0.006051
dz0sintheta_nbh_dR_01,Δz0sinθ_nbh_dR_01,dz0sintheta_nbh_dR,0.015279
d0_nbh_dR_02,d0_nbh_dR_02,d0_nbh_dR,0.002802
pt_nbh_dR_02,pT_nbh_dR_02,pt_nbh_dR,0.015533
deta_nbh_dR_02,Δeta_nbh_dR_02,deta_nbh_dR,0.002667
deltaR_nbh_dR_02,ΔR_nbh_dR_02,deltaR_nbh_dR,0.005343
dz0sintheta_nbh_dR_02,Δz0sinθ_nbh_dR_02,dz0sintheta_nbh_dR,0.012718
d0_nbh_dR_03,d0_nbh_dR_03,d0_nbh_dR,0.003074
pt_nbh_dR_03,pT_nbh_dR_03,pt_nbh_dR,0.010241
deta_nbh_dR_03,Δeta_nbh_dR_03,deta_nbh_dR,0.003940
deltaR_nbh_dR_03,ΔR_nbh_dR_03,deltaR_nbh_dR,0.014776
dz0sintheta_nbh_dR_03,Δz0sinθ_nbh_dR_03,dz0sintheta_nbh_dR,0.008337
d0_nbh_dR_04,d0_nbh_dR_04,d0_nbh_dR,0.002187
pt_nbh_dR_04,pT_nbh_dR_04,pt_nbh_dR,0.012015
deta_nbh_dR_04,Δeta_nbh_dR_04,deta_nbh_dR,0.003134
deltaR_nbh_dR_04,ΔR_nbh_dR_04,deltaR_nbh_dR,0.014663
dz0sintheta_nbh_dR_04,Δz0sinθ_nbh_dR_04,dz0sintheta_nbh_dR,0.006567
d0_nbh_dR_05,d0_nbh_dR_05,d0_nbh_dR,0.003500
pt_nbh_dR_05,pT_nbh_dR_05,pt_nbh_dR,0.006688
deta_nbh_dR_05,Δeta_nbh_dR_05,deta_nbh_dR,0.002804
deltaR_nbh_dR_05,ΔR_nbh_dR_05,deltaR_nbh_dR,0.023481
dz0sintheta_nbh_dR_05,Δz0sinθ_nbh_dR_05,dz0sintheta_nbh_dR,0.005225
d0_nbh_dR_06,d0_nbh_dR_06,d0_nbh_dR,0.002795
pt_nbh_dR_06,pT_nbh_dR_06,pt_nbh_dR,0.003729
deta_nbh_dR_06,Δeta_nbh_dR_06,deta_nbh_dR,0.003087
deltaR_nbh_dR_06,ΔR_nbh_dR_06,deltaR_nbh_dR,0.028518
dz0sintheta_nbh_dR_06,Δz0sinθ_nbh_dR_06,dz0sintheta_nbh_dR,0.005366
d0_nbh_dR_07,d0_nbh_dR_07,d0_nbh_dR,0.003236
pt_nbh_dR_07,pT_nbh_dR_07,pt_nbh_dR,0.004347
deta_nbh_dR_07,Δeta_nbh_dR_07,deta_nbh_dR,0.002930
deltaR_nbh_dR_07,ΔR_nbh_dR_07,deltaR_nbh_dR,0.008274
dz0sintheta_nbh_dR_07,Δz0sinθ_nbh_dR_07,dz0sintheta_nbh_dR,0.005123
