config,max_depth,n_estimators,learning_rate,reg_lambda,min_child_weight,auc_train,auc_holdout,train_holdout_gap
cfg00_d3_n200_lr0.1_L1.0_mcw1.0,3,200,0.1,1.0,1.0,0.8989,0.8805,0.0184
cfg01_d2_n200_lr0.1_L1.0_mcw1.0,2,200,0.1,1.0,1.0,0.8834,0.8768,0.0066
cfg02_d2_n400_lr0.1_L1.0_mcw1.0,2,400,0.1,1.0,1.0,0.8941,0.8806,0.0135
cfg03_d2_n800_lr0.05_L1.0_mcw1.0,2,800,0.05,1.0,1.0,0.8942,0.8812,0.0130
cfg04_d2_n1500_lr0.03_L1.0_mcw1.0,2,1500,0.03,1.0,1.0,0.8966,0.8809,0.0157
cfg05_d2_n2000_lr0.03_L1.0_mcw1.0,2,2000,0.03,1.0,1.0,0.9018,0.8815,0.0202
