version,dR,dz,K,d0,iso,reweight,zeta,depth,trees,lr,reg_lambda,mcw,n_feat,n_train,n_holdout,auc_train,auc_holdout,gap
1.0,0.7,15.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.9026107399851981,0.8851347871081464,0.017475952877051726
1.0,0.6,15.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8988298813459268,0.885112513574284,0.013717367771642786
1.0,0.8,30.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9044590390243341,0.8850587775109036,0.01940026151343055
1.0,0.9,5.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8990642599632073,0.8846492207302293,0.014415039232977933
1.0,0.9,5.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9038523869020108,0.8846129299226199,0.01923945697939089
1.0,0.8,25.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8996543016101611,0.8845643107843905,0.015089990825770672
1.0,0.8,20.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.9010033936188706,0.8843846983622959,0.016618695256574667
1.0,0.8,35.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9042427546688949,0.8843656118736558,0.01987714279523911
1.0,0.7,15.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8981002286138278,0.884357052653403,0.013743175960424736
1.0,0.7,10.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8978244247349859,0.88416603747969,0.01365838725529589
1.0,0.8,35.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8981307149901716,0.8841031672874502,0.01402754770272141
1.0,0.8,30.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.898546514857184,0.8840162081860382,0.014530306671145743
1.0,0.7,10.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9028662059995257,0.8840089753109529,0.018857230688572812
1.0,0.7,15.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8986726709372201,0.8839908191723402,0.014681851764879905
1.0,0.8,5.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.9008756600240686,0.8838928652420142,0.016982794782054444
1.0,0.6,5.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9010527728573785,0.8838837001014874,0.01716907275589108
1.0,0.6,20.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8978273425055917,0.8838178575601855,0.014009484945406214
1.0,0.7,10.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.89866713964569,0.8834077855087268,0.015259354136963221
1.0,0.7,15.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9032335446658184,0.8833058334587954,0.01992771120702297
1.0,0.7,20.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8974155119877559,0.8832942780343518,0.014121233953404144
1.0,0.6,5.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8962208474801159,0.883293595777665,0.012927251702450904
1.0,0.8,5.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9005564981416037,0.8830721295318996,0.017484368609704037
1.0,0.7,25.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.9011508878705583,0.8830043237134885,0.018146564157069833
1.0,0.7,20.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.9017690052550229,0.8829553539048643,0.018813651350158556
1.0,0.6,20.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9034253450753759,0.8829242897559988,0.02050105531937707
1.0,0.6,35.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9004366306718364,0.8826992595539743,0.01773737111786211
1.0,0.7,25.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.896159665381317,0.8825703440518372,0.013589321329479764
1.0,0.6,25.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9026243032626469,0.882548242274903,0.020076060987743838
1.0,0.7,35.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.9006637249259067,0.8824510874913953,0.018212637434511403
1.0,0.7,30.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.9008441405797574,0.8823672390987929,0.01847690148096448
1.0,0.6,25.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8968133973138455,0.8823142926401794,0.014499104673666108
1.0,0.7,20.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.901904376089778,0.8822538437435239,0.019650532346254135
1.0,0.5,10.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.8989831350396783,0.8822486051572155,0.016734529882462823
1.0,0.5,10.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8941730696567949,0.8818093034163046,0.012363766240490293
1.0,0.5,10.0,10,both,True,True,False,4,200,0.1,1.0,1.0,105,465378,114607,0.9179064323087304,0.8817938786899518,0.03611255361877852
1.0,0.8,5.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8962453957723813,0.8816327539927618,0.014612641779619517
1.0,0.6,30.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.9012786183802597,0.8815431016472959,0.01973551673296381
1.0,0.8,5.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8953352283693937,0.8815383473201044,0.013796881049289333
1.0,0.5,15.0,10,both,True,True,False,2,2000,0.03,1.0,1.0,105,465378,114607,0.9017691455536446,0.8815320758067142,0.020237069746930403
1.0,0.7,30.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9008575926466753,0.881436724470952,0.019420868175723305
1.0,0.5,15.0,10,both,True,True,False,2,800,0.05,1.0,1.0,105,465378,114607,0.8942371953822807,0.881217059287419,0.013020136094861745
1.0,0.6,35.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8949551880501732,0.8811324117479983,0.013822776302174877
1.0,0.7,20.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.897067595204923,0.8810793245441243,0.015988270660798665
1.0,0.5,15.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.8992900590626699,0.8810589355654457,0.018231123497224222
1.0,0.7,25.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.90171049176823,0.8809657121071823,0.020744779661047708
1.0*,0.5,15.0,10,both,True,False,False,8,400,0.05,1.0,1.0,105,465378,114607,0.994751830060512,0.8809353826962872,0.1138164473642248
1.0,0.7,35.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.9005661963756573,0.8809266111653874,0.019639585210269872
1.0,0.7,25.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8963316663498669,0.8809188463209274,0.015412820028939511
1.0,0.5,15.0,10,both,True,True,False,2,1500,0.03,1.0,1.0,105,465378,114607,0.8965605315985827,0.8809035838094514,0.015656947789131292
1.0,0.5,15.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.894238857957677,0.880855756661502,0.013383101296175037
1.0*,0.5,15.0,10,both,True,True,False,4,200,0.1,1.0,1.0,105,465378,114607,0.9199094995321859,0.8807787022096127,0.039130797322573185
1.0,0.6,15.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8988125295649596,0.8806865212204826,0.018126008344476974
1.0,0.7,30.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8953308431192762,0.8805400650420586,0.014790778077217626
1.0,0.7,35.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8944722547784236,0.8804274712191209,0.01404478355930272
1.0,0.6,30.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8951421358903293,0.8802914373465174,0.014850698543811935
1.0,0.7,30.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8958559801263015,0.8802365156832301,0.015619464443071385
1.0,0.6,10.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8983873805209884,0.8801101455233475,0.01827723499764089
1.0,0.5,5.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8924005373091097,0.8799487918169198,0.01245174549218997
1.0,0.7,5.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8976850102148209,0.8799310793837049,0.017753930831116094
1.0,0.5,5.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.8963929480533419,0.8798882737403905,0.01650467431295144
1.0,0.7,5.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.893124143537881,0.8795948962085288,0.013529247329352234
1.0,0.6,15.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8937749942802822,0.8795458572200305,0.01422913706025164
1.0,0.6,10.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8936874197336159,0.8795116823623554,0.014175737371260433
1.0,0.5,20.0,10,both,True,True,False,4,200,0.1,1.0,1.0,105,465378,114607,0.9195477857388077,0.8794652602814985,0.04008252545730917
1.0,0.5,20.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.8986240299192092,0.8792373507654146,0.01938667915379455
1.0,0.7,35.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8942770080176934,0.8792017684551341,0.015075239562559295
1.0,0.5,20.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8930437112928884,0.8792008118644647,0.01384289942842365
1.0*,0.5,5.0,10,both,True,True,False,4,200,0.1,1.0,1.0,105,465378,114607,0.9120983301287228,0.8790617650890798,0.03303656503964292
1.0,0.7,5.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.897956726482297,0.8790500856179662,0.018906640864330804
1.0*,0.5,15.0,10,both,True,True,False,6,300,0.05,3.0,3.0,105,465378,114607,0.9538499571355536,0.8790166836664677,0.07483327346908597
1.0,0.6,10.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8943660175768605,0.8789828809488036,0.015383136628056904
1.0,0.5,25.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.8973510173723859,0.8789504904547709,0.018400526917614957
1.0,0.6,10.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8989919645975528,0.878945635936038,0.02004632866151479
1.0*,0.5,15.0,20,both,True,True,False,3,200,0.1,1.0,1.0,205,465378,114607,0.8994671557359293,0.878762791143976,0.02070436459195324
1.0,0.6,15.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8991886328551051,0.8786782318685323,0.020510400986572752
1.0,0.6,15.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8943829502248766,0.8784435045566065,0.015939445668270102
1.0,0.5,25.0,10,both,True,True,False,4,200,0.1,1.0,1.0,105,465378,114607,0.9186816350818732,0.8783466002519521,0.04033503482992107
1.0,0.7,5.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8933852648354002,0.8780105220393433,0.015374742796056884
1.0*,0.5,30.0,10,both,True,True,False,4,200,0.1,1.0,1.0,105,465378,114607,0.9184611178215216,0.877988069592014,0.04047304822950759
1.0*,0.5,15.0,20,both,True,True,False,4,200,0.1,1.0,1.0,205,465378,114607,0.9188828901494477,0.8777990606346421,0.0410838295148056
1.0,0.6,25.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8915887130698357,0.8777802460944717,0.013808466975363975
1.0,0.5,30.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.8964816806880043,0.8777600097886181,0.018721670899386145
1.0,0.5,35.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.8957688924378894,0.87768958229154,0.018079310146349337
1.0,0.6,20.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8923621060642115,0.8776794152355991,0.0146826908286124
1.0*,0.5,30.0,10,both,True,True,False,6,300,0.05,3.0,3.0,105,465378,114607,0.9589608085134503,0.8774292464987302,0.08153156201472012
1.0,0.5,25.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.89131320212864,0.8773043720554301,0.014008830073209855
1.0*,0.5,5.0,10,both,True,True,False,6,300,0.05,3.0,3.0,105,465378,114607,0.9397933258269056,0.8769140067259631,0.06287931910094247
1.0,0.5,15.0,10,both,True,True,False,2,200,0.1,1.0,1.0,105,465378,114607,0.8834040502244127,0.8768053513848084,0.006598698839604289
1.0,0.6,20.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8981139520226877,0.8766496179467518,0.021464334075935954
1.0,0.6,20.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.89252098051741,0.8765618143737763,0.015959166143633685
1.0,0.6,25.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8974889441395211,0.8764966612456999,0.020992282893821157
1.0,0.6,35.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8959038657353977,0.8762538613581511,0.01965000437724662
1.0,0.6,5.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8944382214178641,0.8762120695578155,0.01822615186004861
1.0,0.5,30.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8902989579759564,0.8760801029846906,0.01421885499126574
1.0,0.5,35.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8899053611371264,0.876015438886757,0.013889922250369335
1.0,0.6,20.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8986714524693984,0.8759787163013146,0.02269273616808376
1.0,0.5,10.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.888470005161861,0.8759711279848085,0.012498877177052559
1.0,0.6,25.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8913615922251367,0.8756780080883391,0.0156835841367976
1.0*,0.5,15.0,20,both,True,True,False,6,300,0.05,3.0,3.0,205,465378,114607,0.9503546157408616,0.8756445536555572,0.0747100620853044
1.0,0.6,35.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.896108313441349,0.8756386805228198,0.020469632918529213
1.0,0.6,30.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8963736522182777,0.8756031029835648,0.020770549234712887
1.0,0.6,5.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.89443809492874,0.8754136908745143,0.019024404054225785
1.0,0.5,10.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8931954167068747,0.8751925586005536,0.018002858106321185
1.0,0.6,35.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8901113346456815,0.8750995140557567,0.015011820589924785
1.0,0.6,25.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8971303692156238,0.875056109648707,0.022074259566916887
1.0,0.6,30.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8907496525342296,0.8749946731497146,0.015754979384514978
1.0,0.6,5.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8894705849633247,0.874895087528571,0.014575497434753615
1.0,0.6,35.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8902758599747851,0.874626774580654,0.015649085394131124
1.0,0.6,5.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8895760679312493,0.8745678977369937,0.015008170194255599
1.0,0.5,10.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8888634217426711,0.8744050435429577,0.014458378199713406
1.0,0.5,15.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8889415495644363,0.8743392391698621,0.014602310394574158
1.0,0.5,15.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8893453880557514,0.8742947350413696,0.015050653014381798
1.0,0.5,15.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8928697581902159,0.8740466178455867,0.018823140344629175
1.0,0.6,30.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8906247457730208,0.8739087542845958,0.016715991488424953
1.0,0.5,10.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8930093639866168,0.8738397843358943,0.019169579650722524
1.0,0.6,30.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8958708363547143,0.8735092405131922,0.022361595841522086
1.0,0.5,15.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8938901170122591,0.8733306085368957,0.020559508475363364
1.0,0.4,10.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8864110701457286,0.8732495106406568,0.013161559505071807
1.0,0.4,10.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.891175025615267,0.8732433035361145,0.0179317220791525
1.0,0.5,20.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8877619020042586,0.8727988347742818,0.014963067229976867
1.0,0.5,20.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8932658596899922,0.872274250947521,0.02099160874247119
1.0,0.5,5.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8881897477199603,0.8722124446940306,0.0159773030259297
1.0,0.4,15.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.8918348187420784,0.8717184502990698,0.02011636844300857
1.0,0.5,20.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8933639394448794,0.871570985048693,0.021792954396186337
1.0,0.4,15.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8867223491554701,0.8715137112696953,0.015208637885774756
1.0*,0.4,15.0,10,both,True,True,False,4,200,0.1,1.0,1.0,105,465378,114607,0.9105001190390467,0.8715081959638915,0.0389919230751552
1.0,0.5,25.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8915911749801027,0.8714165111614427,0.020174663818659955
1.0,0.5,35.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8912307826381417,0.8712558993495241,0.01997488328861763
1.0,0.5,5.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8851748941406203,0.8711828931130109,0.013992001027609446
1.0,0.4,5.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8842499684978911,0.871011505939364,0.013238462558527009
1.0,0.5,20.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8878807887058588,0.8709540866440801,0.01692670206177871
1.0,0.5,5.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8841675616416143,0.8709403007650837,0.013227260876530589
1.0,0.5,30.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8852103644235048,0.8709213454796525,0.01428901894385226
1.0,0.4,5.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.8879448932763692,0.8707795482079044,0.017165345068464788
1.0,0.5,5.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8887936670308033,0.8704955672113199,0.018298099819483382
1.0,0.5,30.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8911792610176417,0.8704830122569751,0.020696248760666558
1.0,0.5,35.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8848950229239311,0.8704024487156237,0.014492574208307407
1.0,0.5,25.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8857376961123224,0.870378891775826,0.015358804336496501
1.0,0.5,25.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8922314319278233,0.8703535647854632,0.021877867142360063
1.0,0.5,35.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8911075892830342,0.870209978379047,0.02089761090398723
1.0,0.5,30.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8912070401447674,0.8701417479393415,0.021065292205425856
1.0,0.5,25.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.886172703374849,0.8700646696323235,0.01610803374252545
1.0*,0.5,15.0,10,both,True,True,False,8,400,0.05,1.0,1.0,105,465378,114607,0.9908558815970034,0.8699541989158588,0.12090168268114465
1.0,0.4,20.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.8906349398268114,0.869105631426846,0.021529308399965363
1.0,0.5,30.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8856069062112075,0.8690977687763576,0.01650913743484994
1.0,0.4,20.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.884937230478855,0.8688910974815416,0.01604613299731339
1.0*,0.5,30.0,10,both,True,True,False,8,400,0.05,1.0,1.0,105,465378,114607,0.9952240993148151,0.8688587761673827,0.12636532314743243
1.0,0.4,35.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8830636947292947,0.8687265877415591,0.014337106987735604
1.0,0.4,35.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.889763938069571,0.8684996205030673,0.02126431756650371
1.0,0.5,35.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8850507502807137,0.8684819677076746,0.016568782573039065
1.0,0.4,30.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.8903849341467005,0.8683852733281547,0.021999660818545763
1.0,0.4,25.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.884417147601136,0.8682395399601366,0.016177607640999403
1.0*,0.4,15.0,10,both,True,True,False,6,300,0.05,3.0,3.0,105,465378,114607,0.9440807603328056,0.8681902123245787,0.07589054800822692
1.0,0.4,25.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.8897758793186596,0.867817113337416,0.02195876598124369
1.0,0.4,30.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8841594703042368,0.8676033856954685,0.01655608460876834
1.0*,0.5,15.0,20,both,True,True,False,8,400,0.05,1.0,1.0,205,465378,114607,0.9888634138977009,0.8664623948797503,0.12240101901795064
1.0,0.4,10.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8849901555263022,0.865670340191123,0.019319815335179236
1.0*,0.5,5.0,10,both,True,True,False,8,400,0.05,1.0,1.0,105,465378,114607,0.9807106172031311,0.8651041100803131,0.11560650712281806
1.0,0.4,10.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.879815491634084,0.8647202476589865,0.015095243975097539
1.0,0.4,10.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8852389915125627,0.8645394448659591,0.02069954664660356
1.0,0.4,10.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.880315156581583,0.8644643703897698,0.015850786191813238
1.0,0.4,15.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8807340847405887,0.863837541094992,0.016896543645596673
1.0,0.4,20.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8849270312832302,0.8633279239761088,0.021599107307121446
1.0,0.4,15.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8810965446875798,0.8633108055356037,0.01778573915197612
1.0,0.4,5.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8804849681570843,0.863070169308247,0.017414798848837343
1.0,0.4,15.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8862894654705129,0.8628633238709899,0.023426141599523054
1.0,0.4,15.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8853101459786387,0.8626597418153672,0.022650404163271465
1.0,0.4,5.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8762488717816542,0.862631590377742,0.013617281403912274
1.0,0.4,5.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8812665465109506,0.8618923032342612,0.01937424327668935
1.0,0.4,20.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8799964676009647,0.8618664061063176,0.01813006149464713
1.0,0.4,5.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8772195842836246,0.8617990463788171,0.015420537904807463
1.0,0.4,35.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8843768661773439,0.8616788523118092,0.022698013865534716
1.0,0.4,20.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8786720713817104,0.8616141214195144,0.017057949962196006
1.0,0.4,25.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8847671810567894,0.861090320040982,0.02367686101580746
1.0,0.4,25.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8788661541780627,0.8610759568678659,0.01779019731019682
1.0,0.4,20.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8855658313289269,0.8610366460009367,0.0245291853279902
1.0,0.4,35.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.877048353855673,0.8608937633208231,0.01615459053484991
1.0,0.4,35.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8841231777685917,0.8607286047213346,0.023394573047257117
1.0,0.4,25.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8852935447585712,0.8607017796288764,0.024591765129694854
1.0,0.4,30.0,10,none,True,True,False,3,200,0.1,1.0,1.0,84,465378,114607,0.8842752633844979,0.8606190238011783,0.023656239583319638
1.0,0.3,5.0,10,both,True,True,False,3,200,0.1,1.0,1.0,105,465378,114607,0.8756657015351605,0.8604970978518114,0.015168603683349158
1.0,0.4,35.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8773115778696052,0.8604469185881513,0.016864659281453975
1.0,0.3,5.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.8718500532449578,0.8602910348627824,0.011559018382175434
1.0,0.4,30.0,10,muon-off,True,True,False,3,200,0.1,1.0,1.0,104,465378,114607,0.8844362947637342,0.8602428164907185,0.024193478273015656
1.0,0.4,30.0,10,none,True,True,False,2,400,0.1,1.0,1.0,84,465378,114607,0.8778122832305493,0.8602402115106417,0.0175720717199076
1.0,0.4,25.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8786209377493364,0.8602178592548541,0.018403078494482306
1.0,0.4,30.0,10,muon-off,True,True,False,2,400,0.1,1.0,1.0,104,465378,114607,0.8784513847346459,0.8598598677208293,0.01859151701381656
1.0,0.3,10.0,10,both,True,True,False,2,400,0.1,1.0,1.0,105,465378,114607,0.873519803703735,0.8594020114606528,0.014117792243082294
